_id,created,name.first_name,name.last_name,register_num,Татварын тооцоолол жилээр.Жилийн нийт орлого,Татварын тооцоолол жилээр.Нийт суутгуулсан албан татварын дүн,Татварын тооцоолол жилээр.Ногдуулсан татвар,Татварын тооцоолол жилээр.Ногдуулсан татварын хувь хэмжээ,Татварын тооцоолол жилээр.Орлого хүлээн авсан сарын тоо /ажилласан сар/,Татварын тооцоолол жилээр.Сарын дундаж,Татварын тооцоолол жилээр.Татвар ногдуулах орлого,Татварын тооцоолол жилээр.Хуулийн 23,Татварын тооцоолол жилээр.Хуулийн 7,Татварын тооцоолол жилээр.Хөнгөлөлтийн дараах татварын дүн,"Татварын тооцоолол жилээр.ЭМД, НДШ Дүн","Татварын тооцоолол жилээр.ЭМД, НДШ Хувь","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ажил олгогчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Даатгуулагчийн төлөх хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.НДШ хувь хэмжээ","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Ногдуулсан шимтгэл/төгрөг/ - Нийт дүн","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Хөдөлмөрийн хөлс,түүнтэй адилтгах орлого /төгрөг/","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Ажил олгогч","Эрүүл мэнд, нийгмийн даатгалын шимтгэл.Үүнээс : Даатгуулагч"
643f947aa82d4e26fbf8fe76,2022-11-02T11:36:26.000Z,Однаран,Ариунаа,ГЮ90101913,15000000,13257000,1327500,10,12,15000000,13275000,,,13257000,1725000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947aa82d4e26fbf8fe77,2022-03-25T07:35:33.000Z,Ариунаа,Энхбаяр,УМ90041922,64800000,56700000,5734800,10,12,1800000,57348000,,,56700000,7452000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947aa82d4e26fbf8fe78,2022-09-21T19:56:53.000Z,Сарангэрэл,Цэрэн,ЦД86111261,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947aa82d4e26fbf8fe79,2022-03-04T04:36:35.000Z,Янжмаа,Ариунжаргал,УХ90041574,19200000,16560000,1699200,10,12,800000,16992000,,,16560000,2208000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947aa82d4e26fbf8fe7a,2022-01-20T02:52:47.000Z,Алдаржавхлан,Цэвэлмаа,ГЮ90101913,60000000,53046000,5310000,10,12,20000000,53100000,,,53046000,6900000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947aa82d4e26fbf8fe7b,2022-07-14T15:08:12.000Z,Одцэрэн,Цэрэн,ЦЗ71061161,21600000,18900000,1911600,10,12,1800000,19116000,,,18900000,2484000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947aa82d4e26fbf8fe7c,2022-02-12T16:37:30.000Z,Энх-Амгалан,Янжмаа,ЦЕ84080366,45000000,39501000,3982500,10,12,2500000,39825000,,,39501000,5175000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947aa82d4e26fbf8fe7d,2022-12-27T17:36:41.000Z,Однаран,Сарангэрэл,УШ95060978,45000000,39501000,3982500,10,12,2500000,39825000,,,39501000,5175000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947aa82d4e26fbf8fe7e,2022-03-04T07:44:05.000Z,Цэвэлмаа,Янжмаа,ФБ96092526,75600000,66258000,6690600,10,12,2100000,66906000,,,66258000,8694000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947aa82d4e26fbf8fe7f,2022-03-04T13:10:06.000Z,Цэвэлмаа,Мөнхбаатар,ШГ78081961,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f947aa82d4e26fbf8fe80,2022-08-08T02:44:02.000Z,Алдаржавхлан,Янжмаа,УМ89120908,90000000,79326000,7965000,10,12,5000000,79650000,,,79326000,10350000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947aa82d4e26fbf8fe81,2022-12-13T03:57:09.000Z,Энхбаатар,Сарангэрэл,ДЭ86060604,30000000,26442000,2655000,10,12,5000000,26550000,,,26442000,3450000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947aa82d4e26fbf8fe82,2022-01-02T20:04:43.000Z,Ариунжаргал,Саранцацрал,УЗ88100407,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f947aa82d4e26fbf8fe83,2022-11-12T20:36:40.000Z,Цэвэлмаа,Эрдэнэсугар,ЧЙ83090377,54000000,47142000,4779000,10,12,1500000,47790000,,,47142000,6210000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947aa82d4e26fbf8fe84,2022-01-21T07:37:41.000Z,Энх-Амгалан,Эрдэнэчимэг,ГЮ90101913,43200000,37800000,3823200,10,12,1800000,38232000,,,37800000,4968000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947aa82d4e26fbf8fe85,2022-11-09T01:07:01.000Z,Азжаргал,Ариунжаргал,УД92041626,120000000,106092000,10620000,10,12,20000000,106200000,,,106092000,13800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947aa82d4e26fbf8fe86,2022-10-16T22:11:23.000Z,Ариунаа,Эрдэнэчимэг,ЧО81091064,270000000,238626000,23895000,10,12,15000000,238950000,,,238626000,31050000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947aa82d4e26fbf8fe87,2022-04-15T14:37:59.000Z,Ариунжаргал,Бадамгарав,ТГ88112521,360000000,318168000,31860000,10,12,15000000,318600000,,,318168000,41400000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947aa82d4e26fbf8fe88,2022-08-05T19:41:30.000Z,Энхбаяр,Сарангэрэл,ЧК77122909,9600000,8280000,849600,10,12,800000,8496000,,,8280000,1104000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947aa82d4e26fbf8fe89,2022-08-24T13:15:13.000Z,Алдаржавхлан,Сарангэрэл,УХ90041574,30000000,26496000,2655000,10,12,10000000,26550000,,,26496000,3450000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f947ca7808e1efe14ab35,2022-05-19T07:05:14.000Z,Эрдэнэчимэг,Алдаржавхлан,ЦД86111261,7200000,6264000,637200,10,12,1200000,6372000,,,6264000,828000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab36,2022-02-24T21:00:09.000Z,Азжаргал,Эрдэнэчимэг,УШ70102906,28800000,25056000,2548800,10,12,1200000,25488000,,,25056000,3312000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab37,2022-10-20T15:26:51.000Z,Тунгалагмөрөн,Ариунаа,ЧЕ73071106,9000000,7911000,796500,10,12,3000000,7965000,,,7911000,1035000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f947ca7808e1efe14ab38,2022-09-26T18:24:18.000Z,Сарангэрэл,Азжаргал,УШ91050511,14400000,12420000,1274400,10,12,800000,12744000,,,12420000,1656000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab39,2022-12-29T16:06:12.000Z,Цэвэлмаа,Алдаржавхлан,ДЭ86060604,270000000,238626000,23895000,10,12,15000000,238950000,,,238626000,31050000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab3a,2022-07-15T18:50:58.000Z,Ариунаа,Ариунжаргал,УШ94021959,45000000,39771000,3982500,10,12,15000000,39825000,,,39771000,5175000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab3b,2022-01-17T12:59:01.000Z,Янжмаа,Алдаржавхлан,ОЮ93011913,45000000,39501000,3982500,10,12,2500000,39825000,,,39501000,5175000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab3c,2022-09-18T10:09:24.000Z,Азжаргал,Сарангэрэл,АМ95121733,90000000,79326000,7965000,10,12,5000000,79650000,,,79326000,10350000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947ca7808e1efe14ab3d,2022-07-01T07:15:42.000Z,Янжмаа,Мөнхгэрэл,ОЗ01281118,72000000,63396000,6372000,10,12,4000000,63720000,,,63396000,8280000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab3e,2022-08-19T07:20:37.000Z,Мөнхбаатар,Батсайхан,ЦЗ71061161,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947ca7808e1efe14ab3f,2022-07-16T11:59:13.000Z,Буянт,Энх-Амгалан,РЮ74080802,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab40,2022-02-13T10:46:28.000Z,Энхбаяр,Энхбаатар,ЧС57072001,60000000,52668000,5310000,10,12,2500000,53100000,,,52668000,6900000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab41,2022-11-26T03:02:44.000Z,Бадамгарав,Долгор,ИЗ82031636,50400000,44172000,4460400,10,12,2100000,44604000,,,44172000,5796000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab42,2022-02-22T21:22:10.000Z,Энхбаяр,Энхбаяр,ЧК77122909,12000000,10404000,1062000,10,12,1000000,10620000,,,10404000,1380000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f947ca7808e1efe14ab43,2022-01-16T12:51:01.000Z,Цэвэлмаа,Цэвэлмаа,УХ90041574,21600000,18900000,1911600,10,12,1800000,19116000,,,18900000,2484000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab44,2022-06-19T15:12:24.000Z,Энхбаяр,Азжаргал,ЧЗ78072303,120000000,105984000,10620000,10,12,10000000,106200000,,,105984000,13800000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f947ca7808e1efe14ab45,2022-09-06T01:34:18.000Z,Цэвэлмаа,Бадамгарав,КЮ77091501,48000000,42264000,4248000,10,12,4000000,42480000,,,42264000,5520000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab46,2022-07-20T15:05:34.000Z,Энхбаяр,Алдаржавхлан,УС83022014,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab47,2022-07-12T19:16:46.000Z,Тунгалагмөрөн,Сарангэрэл,УШ95060978,360000000,318276000,31860000,10,12,20000000,318600000,,,318276000,41400000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab48,2022-12-11T11:00:00.000Z,Долгор,Цэрэн,ЧС57072001,9600000,8280000,849600,10,12,800000,8496000,,,8280000,1104000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab49,2022-01-31T02:44:29.000Z,Одцэрэн,Энхбаатар,УМ90041922,25200000,22086000,2230200,10,12,2100000,22302000,,,22086000,2898000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab4a,2022-04-24T15:09:30.000Z,Цэрэн,Мөнхгэрэл,ЦД86111261,15000000,13221000,1327500,10,12,5000000,13275000,,,13221000,1725000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947ca7808e1efe14ab4b,2022-06-01T19:01:35.000Z,Тунгалагмөрөн,Ариунжаргал,УИ91110826,43200000,37584000,3823200,10,12,1200000,38232000,,,37584000,4968000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab4c,2022-10-08T18:07:07.000Z,Алдаржавхлан,Алдаржавхлан,ЦД86111261,18000000,15606000,1593000,10,12,1000000,15930000,,,15606000,2070000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f947ca7808e1efe14ab4d,2022-01-09T01:55:33.000Z,Тунгалагмөрөн,Однаран,ЧТ57100401,90000000,79002000,7965000,10,12,2500000,79650000,,,79002000,10350000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab4e,2022-04-30T08:08:15.000Z,Энхбаяр,Батсайхан,УШ91050511,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab4f,2022-05-04T13:22:56.000Z,Буянт,Мөнхгэрэл,УД92041626,30000000,26496000,2655000,10,12,10000000,26550000,,,26496000,3450000,11.5,13.5,11.5,25,2500000,10000000,1350000,1150000
643f947ca7808e1efe14ab50,2022-10-30T07:30:35.000Z,Однаран,Сарангэрэл,НЭ91041031,3600000,3132000,318600,10,12,1200000,3186000,,,3132000,414000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab51,2022-10-22T16:45:19.000Z,Батсайхан,Цэвэлмаа,ЧЕ73071106,43200000,37800000,3823200,10,12,1800000,38232000,,,37800000,4968000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab52,2022-01-06T03:35:03.000Z,Саранцацрал,Энхбаатар,АМ95121733,1000000,867000,88500,10,12,1000000,885000,,,867000,115000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f947ca7808e1efe14ab53,2022-10-18T00:51:09.000Z,Янжмаа,Энхбаатар,АМ95121733,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab54,2022-11-05T10:38:16.000Z,Саранцацрал,Ариунаа,УШ99072516,72000000,63396000,6372000,10,12,4000000,63720000,,,63396000,8280000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab55,2022-09-09T17:36:53.000Z,Азжаргал,Буянт,УХ91051736,15000000,13257000,1327500,10,12,15000000,13275000,,,13257000,1725000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab56,2022-12-26T15:04:33.000Z,Ариунаа,Саранцацрал,МК84060102,1800000,1575000,159300,10,12,1800000,1593000,,,1575000,207000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab57,2022-11-28T19:33:01.000Z,Батсайхан,Одцэрэн,ЧС57072001,43200000,37584000,3823200,10,12,1200000,38232000,,,37584000,4968000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab58,2022-04-20T18:13:39.000Z,Мөнхгэрэл,Мөнхгэрэл,УШ91050511,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab59,2022-10-29T07:08:42.000Z,Ариунаа,Мөнхбаатар,ЙМ80013011,24000000,20808000,2124000,10,12,1000000,21240000,,,20808000,2760000,11.5,13.5,11.5,25,250000,1000000,135000,115000
643f947ca7808e1efe14ab5a,2022-05-04T01:23:30.000Z,Ариунаа,Однаран,ЕЙ77042113,75600000,66258000,6690600,10,12,2100000,66906000,,,66258000,8694000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab5b,2022-05-07T14:22:21.000Z,Батсайхан,Азжаргал,ПЗ95050804,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab5c,2022-02-28T12:47:05.000Z,Буянт,Однаран,УЮ98081115,6300000,5521500,557550,10,12,2100000,5575500,,,5521500,724500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab5d,2022-12-08T20:38:19.000Z,Саранцацрал,Одцэрэн,РЮ74080802,15000000,13167000,1327500,10,12,2500000,13275000,,,13167000,1725000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab5e,2022-03-26T10:11:05.000Z,Батсайхан,Янжмаа,ТГ88112521,5400000,4725000,477900,10,12,1800000,4779000,,,4725000,621000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab5f,2022-01-07T06:46:19.000Z,Однаран,Эрдэнэчимэг,ЧГ74052302,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab60,2022-04-17T15:26:17.000Z,Цэрэн,Сарангэрэл,УШ94021959,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab61,2022-04-29T21:58:10.000Z,Эрдэнэсугар,Ариунаа,ЦЕ84080366,24000000,21132000,2124000,10,12,4000000,21240000,,,21132000,2760000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab62,2022-10-15T15:43:38.000Z,Мөнхгэрэл,Эрдэнэчимэг,УХ90041574,9600000,8280000,849600,10,12,800000,8496000,,,8280000,1104000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab63,2022-10-21T15:20:30.000Z,Эрдэнэсугар,Янжмаа,ЦЕ84080366,4000000,3522000,354000,10,12,4000000,3540000,,,3522000,460000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab64,2022-01-03T15:23:11.000Z,Цэвэлмаа,Эрдэнэчимэг,ГЮ90101913,240000000,212184000,21240000,10,12,20000000,212400000,,,212184000,27600000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab65,2022-01-03T10:59:45.000Z,Ариунжаргал,Энхбаяр,УХ91051736,4500000,3928500,398250,10,12,1500000,3982500,,,3928500,517500,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab66,2022-11-05T20:14:10.000Z,Саранцацрал,Энхбаатар,НШ84042064,15000000,13257000,1327500,10,12,15000000,13275000,,,13257000,1725000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab67,2022-07-29T14:42:40.000Z,Алдаржавхлан,Батсайхан,УХ90041574,120000000,106092000,10620000,10,12,20000000,106200000,,,106092000,13800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab68,2022-06-06T22:52:57.000Z,Сарангэрэл,Батсайхан,ОК97021904,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab69,2022-12-29T21:26:17.000Z,Тунгалагмөрөн,Цэрэн,ЧЗ78072303,432000000,381672000,38232000,10,12,12000000,382320000,,,381672000,49680000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab6a,2022-07-17T14:19:22.000Z,Эрдэнэсугар,Эрдэнэчимэг,ОЮ93011913,96000000,84528000,8496000,10,12,4000000,84960000,,,84528000,11040000,11.5,13.5,11.5,25,1000000,4000000,540000,460000
643f947ca7808e1efe14ab6b,2022-05-09T11:52:45.000Z,Азжаргал,Тунгалагмөрөн,ЧЙ83090377,1500000,1309500,132750,10,12,1500000,1327500,,,1309500,172500,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab6c,2022-07-23T09:31:18.000Z,Саранцацрал,Энхбаатар,ЗЮ97061004,3600000,3132000,318600,10,12,1200000,3186000,,,3132000,414000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab6d,2022-02-19T03:44:29.000Z,Азжаргал,Мөнхбаатар,АМ95121733,37800000,33129000,3345300,10,12,2100000,33453000,,,33129000,4347000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab6e,2022-02-14T07:41:52.000Z,Однаран,Энхбаяр,ХЖ70051870,36000000,31644000,3186000,10,12,3000000,31860000,,,31644000,4140000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f947ca7808e1efe14ab6f,2022-03-19T23:00:25.000Z,Энхбаатар,Энх-Амгалан,ЧО81091064,27000000,23571000,2389500,10,12,1500000,23895000,,,23571000,3105000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab70,2022-06-11T22:46:33.000Z,Одцэрэн,Янжмаа,ИН89040106,18000000,15714000,1593000,10,12,1500000,15930000,,,15714000,2070000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab71,2022-06-24T13:41:38.000Z,Однаран,Тунгалагмөрөн,ЧГ74052302,216000000,190836000,19116000,10,12,12000000,191160000,,,190836000,24840000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab72,2022-07-23T19:04:59.000Z,Эрдэнэсугар,Мөнхгэрэл,ОЮ93011913,9000000,7857000,796500,10,12,1500000,7965000,,,7857000,1035000,11.5,13.5,11.5,25,375000,1500000,202500,172500
643f947ca7808e1efe14ab73,2022-08-21T21:39:18.000Z,Ариунжаргал,Алдаржавхлан,ЧР79030120,180000000,159084000,15930000,10,12,15000000,159300000,,,159084000,20700000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab74,2022-12-08T18:17:38.000Z,Цэвэлмаа,Эрдэнэсугар,ГЮ90101913,30000000,26334000,2655000,10,12,2500000,26550000,,,26334000,3450000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab75,2022-10-28T16:03:25.000Z,Эрдэнэчимэг,Азжаргал,ЕЙ77042113,60000000,53046000,5310000,10,12,20000000,53100000,,,53046000,6900000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab76,2022-03-03T03:07:00.000Z,Батсайхан,Саранцацрал,ЧЙ83090377,9000000,7911000,796500,10,12,3000000,7965000,,,7911000,1035000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f947ca7808e1efe14ab77,2022-04-17T11:54:49.000Z,Буянт,Однаран,ЧА86010690,15000000,13257000,1327500,10,12,15000000,13275000,,,13257000,1725000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab78,2022-04-16T22:16:43.000Z,Буянт,Ариунжаргал,УП89051007,30000000,26334000,2655000,10,12,2500000,26550000,,,26334000,3450000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab79,2022-11-21T14:41:57.000Z,Энх-Амгалан,Ариунжаргал,ЧЗ87032839,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab7a,2022-11-23T13:57:06.000Z,Энхбаяр,Долгор,УХ90041574,72000000,63612000,6372000,10,12,12000000,63720000,,,63612000,8280000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab7b,2022-03-30T16:09:31.000Z,Сарангэрэл,Ариунаа,ЙЭ84102205,12600000,11043000,1115100,10,12,2100000,11151000,,,11043000,1449000,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab7c,2022-04-17T14:23:22.000Z,Однаран,Ариунжаргал,ПБ96052405,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab7d,2022-01-22T15:41:25.000Z,Сарангэрэл,Долгор,ТА98091450,2400000,2070000,212400,10,12,800000,2124000,,,2070000,276000,11.5,13.5,11.5,25,200000,800000,108000,92000
643f947ca7808e1efe14ab7e,2022-10-26T02:59:12.000Z,Однаран,Цэрэн,АМ95121733,120000000,106092000,10620000,10,12,20000000,106200000,,,106092000,13800000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab7f,2022-01-30T00:42:58.000Z,Энхбаатар,Однаран,РЦ95091515,32400000,28350000,2867400,10,12,1800000,28674000,,,28350000,3726000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab80,2022-12-04T08:36:22.000Z,Бадамгарав,Батсайхан,УИ91110826,180000000,158652000,15930000,10,12,5000000,159300000,,,158652000,20700000,11.5,13.5,11.5,25,1250000,5000000,675000,575000
643f947ca7808e1efe14ab81,2022-11-28T23:10:09.000Z,Энх-Амгалан,Ариунаа,НВ91050606,480000000,424368000,42480000,10,12,20000000,424800000,,,424368000,55200000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab82,2022-06-30T18:32:53.000Z,Ариунжаргал,Мөнхгэрэл,ЧТ75120307,15000000,13167000,1327500,10,12,2500000,13275000,,,13167000,1725000,11.5,13.5,11.5,25,625000,2500000,337500,287500
643f947ca7808e1efe14ab83,2022-07-12T14:47:44.000Z,Цэрэн,Цэрэн,ГЮ90101913,90000000,79542000,7965000,10,12,15000000,79650000,,,79542000,10350000,11.5,13.5,11.5,25,3750000,15000000,2025000.0000000002,1725000
643f947ca7808e1efe14ab84,2022-03-28T03:37:42.000Z,Эрдэнэсугар,Азжаргал,РЮ74080802,12000000,10602000,1062000,10,12,12000000,10620000,,,10602000,1380000,11.5,13.5,11.5,25,3000000,12000000,1620000,1380000
643f947ca7808e1efe14ab85,2022-02-07T11:43:48.000Z,Эрдэнэсугар,Буянт,ЦД86111261,60000000,53046000,5310000,10,12,20000000,53100000,,,53046000,6900000,11.5,13.5,11.5,25,5000000,20000000,2700000,2300000
643f947ca7808e1efe14ab86,2022-09-21T11:19:59.000Z,Янжмаа,Одцэрэн,ХЖ70051870,43200000,37584000,3823200,10,12,1200000,38232000,,,37584000,4968000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab87,2022-05-09T21:12:56.000Z,Энхбаатар,Алдаржавхлан,УШ91050511,32400000,28350000,2867400,10,12,1800000,28674000,,,28350000,3726000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab88,2022-08-07T02:02:22.000Z,Алдаржавхлан,Энхбаяр,ПБ96052405,2100000,1840500,185850,10,12,2100000,1858500,,,1840500,241500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab89,2022-09-12T21:23:26.000Z,Буянт,Мөнхбаатар,СФ82052518,6300000,5521500,557550,10,12,2100000,5575500,,,5521500,724500,11.5,13.5,11.5,25,525000,2100000,283500,241500
643f947ca7808e1efe14ab8a,2022-09-04T18:22:37.000Z,Буянт,Эрдэнэчимэг,ТД85091402,7200000,6264000,637200,10,12,1200000,6372000,,,6264000,828000,11.5,13.5,11.5,25,300000,1200000,162000,138000
643f947ca7808e1efe14ab8b,2022-05-19T03:36:47.000Z,Энхбаяр,Одцэрэн,ЧО81091064,10800000,9450000,955800,10,12,1800000,9558000,,,9450000,1242000,11.5,13.5,11.5,25,450000,1800000,243000.00000000003,207000
643f947ca7808e1efe14ab8c,2022-03-06T09:22:44.000Z,Тунгалагмөрөн,Эрдэнэсугар,ХА72030734,54000000,47466000,4779000,10,12,3000000,47790000,,,47466000,6210000,11.5,13.5,11.5,25,750000,3000000,405000,345000
643f947ca7808e1efe14ab8d,2022-05-22T03:31:28.000Z,Алдаржавхлан,Буянт,ТЕ87092064,72000000,63288000,6372000,10,12,3000000,63720000,,,63288000,8280000,11.5,13.5,11.5,25,750000,3000000,405000,345000
